NAME,ID,KEY,LAT,LON
SAEG_Crooked,IREGIO61,xzvVa8U1,54.653556,-122.752946
SAEG_Parsnip,IREGIO82,021B6rFM,54.76181,-122.49811
SAEG_Crocker,IREGIO125,rhbfgx7g,54.895774,-122.243683
SAEG_Headwall,IREGIO134,6EoS9H2Z,55.08484,-122.118852
