"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-01","2020","01","01","†","3.5","","0.0","","1.8","","16.2","","0.0","","1.4","","0.0","","1.4","","17","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-02","2020","01","02","†","0.0","","-6.0","","-3.0","","21.0","","0.0","","0.0","","12.0","","12.0","","17","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-03","2020","01","03","†","7.0","","-5.0","","1.0","","17.0","","0.0","","0.0","T","6.8","","6.8","","29","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-04","2020","01","04","†","3.0","","-1.5","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-05","2020","01","05","†","2.5","","-3.0","","-0.3","","18.3","","0.0","","0.0","","3.0","","3.0","","26","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-06","2020","01","06","†","-2.0","","-7.0","","-4.5","","22.5","","0.0","","0.0","","0.0","T","0.0","T","29","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-07","2020","01","07","†","-1.0","","-10.0","","-5.5","","23.5","","0.0","","0.0","","8.0","","8.0","","28","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-08","2020","01","08","†","-4.0","","-8.0","","-6.0","","24.0","","0.0","","0.0","","4.4","","4.4","","35","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-09","2020","01","09","†","-4.0","","-14.0","","-9.0","","27.0","","0.0","","0.0","","5.0","","5.0","","38","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-10","2020","01","10","†","-2.5","","-10.0","","-6.3","","24.3","","0.0","","0.0","","15.0","","15.0","","40","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-11","2020","01","11","†","-14.0","","-16.0","","-15.0","","33.0","","0.0","","0.0","","4.0","","4.0","","50","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-12","2020","01","12","†","-18.5","","-21.5","","-20.0","","38.0","","0.0","","0.0","","0.0","","0.0","","51","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-13","2020","01","13","†","-21.5","","-32.0","","-26.8","","44.8","","0.0","","0.0","","0.0","","0.0","","51","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-14","2020","01","14","†","-26.0","","-34.5","","-30.3","","48.3","","0.0","","0.0","","0.0","","0.0","","50","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-15","2020","01","15","†","-20.0","","-38.0","","-29.0","","47.0","","0.0","","0.0","","8.0","","8.0","","50","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-16","2020","01","16","†","-19.0","","-29.0","","-24.0","","42.0","","0.0","","0.0","","2.0","","2.0","","55","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-17","2020","01","17","†","-19.0","","-25.5","","-22.3","","40.3","","0.0","","0.0","","1.2","","1.2","","57","","","","",""
"-122.77","53.88","PRINCE GEORGE STP","1096468","2020-01-18","2020","01","18","†","-7.0","","-29.5","","-18.3","","36.3","","0.0","","0.0","","0.6","","0.6","","55","","","","",""
