"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-124.02","54.03","VANDERHOOF","1098D90","2006-01-01","2006","01","01","","0.0","","-6.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2006-01-02","2006","01","02","","7.0","","-5.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2006-01-03","2006","01","03","","-4.0","","-15.0","","-9.5","","27.5","","0.0","","0.0","","0.8","","0.8","","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2006-01-04","2006","01","04","","-5.5","","-8.0","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2006-01-05","2006","01","05","","9.0","","-6.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2006-01-06","2006","01","06","","-1.0","","-6.0","","-3.5","","21.5","","0.0","","0.0","","4.0","","4.0","","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2006-01-07","2006","01","07","","-4.0","","-9.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2006-01-08","2006","01","08","","1.0","","-5.0","","-2.0","","20.0","","0.0","","0.0","","0.0","T","0.0","T","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2006-01-09","2006","01","09","","1.0","","-8.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2006-01-10","2006","01","10","","-3.0","","-11.0","","-7.0","","25.0","","0.0","","0.0","","1.4","","1.4","","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2006-01-11","2006","01","11","","-3.0","","-5.0","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2006-01-12","2006","01","12","","-1.0","","-7.0","","-4.0","","22.0","","0.0","","0.0","","3.2","","3.2","","","","","","",""
