name,id,lat,lon
SAEG_Crooked,IREGIO61,54.653556,-122.752946
SAEG_Parsnip,IREGIO82,54.76181,-122.49811
SAEG_Crocker,IREGIO125,54.895774,-122.243683
SAEG_Headwall,IREGIO134,55.08484,-122.118852
