"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-124.02","54.03","VANDERHOOF","1098D90","2001-01-01","2001","01","01","","-1.0","","-7.0","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2001-01-02","2001","01","02","","4.0","","-5.0","","-0.5","","18.5","","0.0","","","M","0.0","","","M","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2001-01-03","2001","01","03","","8.0","","-3.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2001-01-04","2001","01","04","","3.0","","-6.0","","-1.5","","19.5","","0.0","","0.0","","0.4","","0.4","","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2001-01-05","2001","01","05","","7.0","","-6.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2001-01-06","2001","01","06","","4.0","","-7.0","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2001-01-07","2001","01","07","","5.0","","-7.5","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2001-01-08","2001","01","08","","7.5","","2.0","","4.8","","13.2","","0.0","","","M","","M","","M","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2001-01-09","2001","01","09","","3.0","","-6.0","","-1.5","","19.5","","0.0","","","M","","M","","M","","","","","",""
"-124.02","54.03","VANDERHOOF","1098D90","2001-01-10","2001","01","10","","8.0","","1.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
