name,id,key,lat,lon
SAEG_Parsnip,IREGIO82,021B6rFM,54.76181,-122.49811
SAEG_Crooked,IREGIO61,xzvVa8U1,54.653556,-122.752946
SAEG_Salmon,IREGIO64,HwajIWff,54.394,-123.171
SAEG_Stuart,IBULKL8,xKoizTAr,54.174476,-123.683109
